imdbID,title,year,genre,genres_list,plot,poster,rating,director,actors,runtime
tt3079380,Spy,2015,"Action, Comedy",Action|Comedy,"Susan Cooper is an unassuming, deskbound CIA analyst, and the unsung hero behind the Agency's most dangerous missions. But when her partner falls off the grid and another top agent is compromised, she volunteers to go deep undercover to infiltrate the world of a deadly arms dealer, and prevent a global crisis.",https://m.media-amazon.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_SX300.jpg,7.0,Paul Feig,"Jude Law, Raad Rawi, Melissa McCarthy",120 min
tt0145660,Austin Powers: The Spy Who Shagged Me,1999,"Action, Adventure, Comedy",Action|Adventure|Comedy,"Dr. Evil uses a device he calls a ""Time Machine"" to travel back to 1969 and remove Austin Powers' mojo. The sexually wounded swinger must travel back in time and, with the help of agent Felicity Shagwell, recover his vitality. Meanwhile, Dr. Evil's personal life runs amok as he discovers love, continues to shun his son and develops a close relationship with himself. Well, actually, a clone 1/8 his size whom he dubs ""Mini-Me"". The always time-baffled Dr. Evil begins his plan to put a gigantic cannon on the moon, thus turning it into a device called either ""The Death Star"" or ""Alan Parson's Project,"" depending on which name is available.",https://m.media-amazon.com/images/M/MV5BY2I3ZTBjOGQtYjQ3My00M2RlLTk3MjgtOTVmMWExNmU3ZjBkXkEyXkFqcGc@._V1_SX300.jpg,6.7,Jay Roach,"Mike Myers, Heather Graham, Michael York",95 min
tt1340800,Tinker Tailor Soldier Spy,2011,"Drama, Mystery, Thriller",Drama|Mystery|Thriller,"In the early 1970s during the Cold War, the head of British Intelligence, Control (Sir John Hurt), resigns after an operation in Budapest, Hungary goes badly wrong. It transpires that Control believed one of four senior figures in the service was in fact a Russian Agent, a mole, and the Hungary operation was an attempt to identify which of them it was. George Smiley (Gary Oldman) had been forced into retirement by the departure of Control, but is asked by a senior government figure to investigate a story told to him by rogue Agent Ricky Tarr (Tom Hardy), that there was a mole. Smiley considers that the failure of the Hungary operation and the continuing success of Operation Witchcraft (an apparent source of significant Soviet Intelligence) confirms this, and takes up the task of finding him.",https://m.media-amazon.com/images/M/MV5BMTU2OTkwNzMyM15BMl5BanBnXkFtZTcwOTI4ODg2Ng@@._V1_SX300.jpg,7.0,Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy",127 min
tt0266987,Spy Game,2001,"Action, Crime, Thriller",Action|Crime|Thriller,"CIA operative Nathan Muir (Redford) is on the brink of retirement when he finds out that his protege Tom Bishop (Pitt) has been arrested in China for espionage. No stranger to the machinations of the CIA's top echelon, Muir hones all his skills and irreverent manner in order to find a way to free Bishop. As he embarks on his mission to free Bishop, Muir recalls how he recruited and trained the young rookie, at that time a sergeant in Vietnam, their turbulent times together as operatives and the woman who threatened their friendship.",https://m.media-amazon.com/images/M/MV5BYTljZmI1MjctMWJmMC00ZjJmLTkwNzUtNGQxNWJhZGRjMjM3XkEyXkFqcGc@._V1_SX300.jpg,7.1,Tony Scott,"Robert Redford, Brad Pitt, Catherine McCormack",126 min
tt0227538,Spy Kids,2001,"Action, Adventure, Comedy",Action|Adventure|Comedy,"Gregorio and Ingrid are the two greatest secret agents the world has ever known: masters of disguise, mavens of invention, able to stop wars before they even start. Working for separate countries, they are sent to eliminate their most dangerous enemy...each other. But in an exotic corner of the world when they finally come face to face, they fall in love instead and embark on the most dangerous mission they have ever faced: raising a family. Now nine years later, after their retirement, having exchanged the adventure of espionage for parenthood, Gregorio and Ingrid Cortez are called back in to action. When their former colleagues, the world's most formidable spies, start disappearing one by one, the Cortez's are forced to take on techno-wizard Fegan Floop and his evil, egg-headed sidekick, Minion. But when the unthinkable happens and they too disappear, unfortunately there are only two people in the world who can rescue them...their kids.",https://m.media-amazon.com/images/M/MV5BZTQyNDA0ZDctZjFkMC00NDA1LWI3Y2QtOWY5OWE0NTQ2YzJjXkEyXkFqcGc@._V1_SX300.jpg,5.6,Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas",88 min
tt0076752,The Spy Who Loved Me,1977,"Action, Adventure, Thriller",Action|Adventure|Thriller,"James Bond is back again and his new mission is to find out how a Royal Navy Polaris submarine holding sixteen nuclear warheads simply disappeared while on patrol. Bond joins Major Anya Amasova and takes on a a web-handed mastermind, known as Karl Stromberg, as well as his henchman Jaws, who has a mouthful of metal teeth. Bond must track down the location of the missing submarine before the warheads are fired.",https://m.media-amazon.com/images/M/MV5BOGQzNTIyYjAtNjAyNy00OTZhLTg4YmMtNzAyNjdiOTlhZDVlXkEyXkFqcGc@._V1_SX300.jpg,7.0,Lewis Gilbert,"Roger Moore, Barbara Bach, Curd Jürgens",125 min
tt6663582,The Spy Who Dumped Me,2018,"Action, Adventure, Comedy",Action|Adventure|Comedy,"Audrey (Mila Kunis) and Morgan (Kate McKinnon), two 30-year-old best friends in Los Angeles, are thrust unexpectedly into an international conspiracy when Audrey's ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail. Surprising even themselves, the duo jump into action, on the run throughout Europe from assassins and a suspicious-but-charming British agent as they hatch a plan to save the world.",https://m.media-amazon.com/images/M/MV5BNDY1MTA0NjgyN15BMl5BanBnXkFtZTgwMTEzNDQ4NTM@._V1_SX300.jpg,6.1,Susanna Fogel,"Justin Theroux, Kate McKinnon, Blanka Györfi-Tóth",117 min
tt0287717,Spy Kids 2: Island of Lost Dreams,2002,"Action, Adventure, Comedy",Action|Adventure|Comedy,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",https://m.media-amazon.com/images/M/MV5BY2FhMTgzNWItYjlkMC00NGFmLTllNTQtMTFlYWE0ODBhYjg5XkEyXkFqcGc@._V1_SX300.jpg,5.3,Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas",100 min
tt0338459,Spy Kids 3: Game Over,2003,"Action, Adventure, Comedy",Action|Adventure|Comedy,"Under-age agents Juni and Carmen Cortez set out on their newest most mind-blowing mission yet: journeying inside the virtual reality world of a 3-D video game designed to outsmart them, as the awe-inspiring graphics and creatures of gaming come to real life. Relying on humor, gadgetry, bravery, family bonds and lightning-quick reflexes, the Spy Kids must battle through tougher and tougher levels of the game, facing challenges that include racing against road warriors and surfing on boiling lava, in order to save the world from a power hungry villain.",https://m.media-amazon.com/images/M/MV5BMjE1MzVhNjgtMDE5Zi00YmIyLWI4ZTQtZTBiZTRkNmFhZjUzXkEyXkFqcGc@._V1_SX300.jpg,4.4,Robert Rodriguez,"Daryl Sabara, Alexa PenaVega, Antonio Banderas",84 min
tt0297181,I Spy,2002,"Action, Adventure, Comedy",Action|Adventure|Comedy,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful illegal arms dealers, and foil his treacherous plans for the plane.",https://m.media-amazon.com/images/M/MV5BMjU5MThiYzQtYzMzMS00YWQyLWE3MDUtM2NmNWFiZmU5NDgxXkEyXkFqcGc@._V1_SX300.jpg,5.4,Betty Thomas,"Eddie Murphy, Owen Wilson, Famke Janssen",97 min
tt0167260,The Lord of the Rings: The Return of the King,2003,"Adventure, Drama, Fantasy",Adventure|Drama|Fantasy,"The final confrontation between the forces of good and evil fighting for control of the future of Middle-earth. Frodo and Sam reach Mordor in their quest to destroy the One Ring, while Aragorn leads the forces of good against Sauron's evil army at the stone city of Minas Tirith.",https://m.media-amazon.com/images/M/MV5BMTZkMjBjNWMtZGI5OC00MGU0LTk4ZTItODg2NWM3NTVmNWQ4XkEyXkFqcGc@._V1_SX300.jpg,9.0,Peter Jackson,"Elijah Wood, Viggo Mortensen, Ian McKellen",201 min
tt0110357,The Lion King,1994,"Animation, Adventure, Drama",Animation|Adventure|Drama,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",https://m.media-amazon.com/images/M/MV5BZGRiZDZhZjItM2M3ZC00Y2IyLTk3Y2MtMWY5YjliNDFkZTJlXkEyXkFqcGc@._V1_SX300.jpg,8.5,"Roger Allers, Rob Minkoff","Matthew Broderick, Jeremy Irons, James Earl Jones",88 min
tt0360717,King Kong,2005,"Action, Adventure, Romance",Action|Adventure|Romance,"Carl Denham needs to finish his movie and has the perfect location; Skull Island. But he still needs to find a leading lady. This 'soon-to-be-unfortunate' soul is Ann Darrow. No one knows what they will encounter on this island and why it is so mysterious, but once they reach it, they will soon find out. Living on this hidden island is a giant gorilla and this beast now has Ann is its grasps. Carl and Ann's new love, Jack Driscoll must travel through the jungle looking for Kong and Ann, whilst avoiding all sorts of creatures and beasts. But Carl has another plan in mind.",https://m.media-amazon.com/images/M/MV5BMWY0NWE0ZjUtNjRlOS00ZDViLTgxNTQtMGMwN2FhNDY1YTg2XkEyXkFqcGc@._V1_SX300.jpg,7.2,Peter Jackson,"Naomi Watts, Jack Black, Adrien Brody",187 min
tt6105098,The Lion King,2019,"Animation, Adventure, Drama",Animation|Adventure|Drama,"In Africa, the lion cub Simba is the pride and joy of his parents King Mufasa and Queen Sarabi. Mufasa prepares Simba to be the next king of the jungle. However, the naive Simba believes in his envious uncle Scar that wants to kill Mufasa and Simba to become the next king. He lures Simba and his friend Nala to go to a forbidden place and they are attacked by hyenas but they are rescued by Mufasa. Then Scar plots another scheme to kill Mufasa and Simba but the cub escapes alive and leaves the kingdom believing he was responsible for the death of his father. Now Scar becomes the king supported by the evil hyenas while Simba grows in a distant land. Sometime later, Nala meets Simba and tells that the kingdom has become a creepy wasteland. What will Simba do?",https://m.media-amazon.com/images/M/MV5BMjIwMjE1Nzc4NV5BMl5BanBnXkFtZTgwNDg4OTA1NzM@._V1_SX300.jpg,6.8,Jon Favreau,"Donald Glover, Beyoncé, Seth Rogen",118 min
tt1972591,King Arthur: Legend of the Sword,2017,"Action, Adventure, Drama",Action|Adventure|Drama,"An alternative version of the King Arthur legend. As a boy, Arthur is left orphaned after his father, King Uther Pendragon, and mother are killed in a war waged against them by Vortigern, who then assumes the throne. Arthur flees and is raised in a brothel, knowing very little of his birthright. Vortigern wants Arthur dead, to ensure there is no claimant to the throne. The legends foretell that only the next king will be able to draw Excalibur, Uther's sword, from the rock where it is lodged. So, in an effort to identify Arthur, Vortigern forces all the young men of Arthur's age to attempt to draw out the sword. Now it is Arthur's turn.",https://m.media-amazon.com/images/M/MV5BMjM3ODY3Njc5Ml5BMl5BanBnXkFtZTgwMjQ5NjM5MTI@._V1_SX300.jpg,6.7,Guy Ritchie,"Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law",126 min
tt3741700,Godzilla: King of the Monsters,2019,"Action, Adventure, Fantasy",Action|Adventure|Fantasy,"The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three headed King Ghidorah. When these ancient superspecies, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",https://m.media-amazon.com/images/M/MV5BMDVhMjk2OGUtYzYxNS00NzBjLTk5YTItYzI0ZjgzNjY1NmI0XkEyXkFqcGc@._V1_SX300.jpg,6.0,Michael Dougherty,"Kyle Chandler, Vera Farmiga, Millie Bobby Brown",132 min
tt0455590,The Last King of Scotland,2006,"Biography, Drama, History",Biography|Drama|History,"Having graduated recently from the University of Edinburgh, the Scottish doctor, Nicholas Garrigan, flies to Uganda to work at a missionary clinic run by Dr David Merrit and his wife, Sarah. Before long, Garrigan has a chance encounter with the new President, General Idi Amin, who, right from the start, feels an immediate sympathy for him. As one thing leads to another, after a while, Idi Amin invites Nicholas to become his physician and modernise Uganda's health care system: a once-in-a-lifetime offer that the doctor cannot refuse. However, more and more, Garrigan finds himself trapped in the moral abyss of Idi Amin's murderous megalomania, putting his very soul at risk. When Nicholas finally summons up the courage to rise above the madness, he becomes embroiled in a desperate fight for survival.",https://m.media-amazon.com/images/M/MV5BZDg4NjA0YzctNWMzMi00NmY1LTkyMGYtZjI4ZjFmZjMzMGE0XkEyXkFqcGc@._V1_SX300.jpg,7.6,Kevin Macdonald,"James McAvoy, Forest Whitaker, Gillian Anderson",123 min
tt0349683,King Arthur,2004,"Action, Adventure, Drama",Action|Adventure|Drama,"In 400 AD, the Roman Empire extends to Britain and the Romans become impressed with the fight skills of the warrior Sarmatian people, which are spared, but have to send their sons to serve Rome in the cavalry for fifteen years. Only after these services, these knights are free to return home. King Arthur and the Knights of the Round Table have their last mission before achieving their freedom.",https://m.media-amazon.com/images/M/MV5BMTk4MTk1NjI0OV5BMl5BanBnXkFtZTcwNDQxOTUyMQ@@._V1_SX300.jpg,6.3,Antoine Fuqua,"Clive Owen, Stephen Dillane, Keira Knightley",126 min
tt7984766,The King,2019,"Biography, Drama, History",Biography|Drama|History,"Hal (Timothée Chalamet), wayward prince and reluctant heir to the English throne, has turned his back on royal life and is living among the people. But when his tyrannical father dies, Hal is crowned King Henry V and is forced to embrace the life he had previously tried to escape. Now the young king must navigate the palace politics, chaos and war his father left behind, and the emotional strings of his past life - including his relationship with his closest friend and mentor, the aging alcoholic knight, John Falstaff (Joel Edgerton).",https://m.media-amazon.com/images/M/MV5BOTFhZTY4YWUtMmJjMy00OTE0LTlmZjctMDg5MTk4N2ZjZWNjXkEyXkFqcGc@._V1_SX300.jpg,7.3,David Michôd,"Tom Glynn-Carney, Gábor Czap, Tom Fisher",140 min
tt9620288,King Richard,2021,"Biography, Drama, Sport",Biography|Drama|Sport,"Armed with a clear vision and a brazen 78-page plan, Richard Williams is determined to write his daughters, Venus and Serena, into history. Training on Compton, California's neglected tennis courts--rain or shine--the girls are shaped by their father's unyielding commitment and their mother's balanced perspective and keen intuition, defying the seemingly insurmountable odds and prevailing expectations laid before them. Based on the true story that will inspire the world, ""King Richard"" follows the uplifting journey of a family whose unwavering resolve and unconditional belief ultimately delivers two of the world's greatest sports legends.",https://m.media-amazon.com/images/M/MV5BMjVlZGFjMDctNDIxOS00NjY5LWE1ZTEtMTAxZGE4Y2QxZjMxXkEyXkFqcGc@._V1_SX300.jpg,7.5,Reinaldo Marcus Green,"Will Smith, Aunjanue Ellis-Taylor, Jon Bernthal",144 min
tt2245084,Big Hero 6,2014,"Animation, Action, Adventure",Animation|Action|Adventure,"When a devastating event befalls the city of San Fransokyo and catapults Hiro into the midst of danger, he turns to Baymax and his close friends adrenaline junkie Go Go Tomago, neatnik Wasabi, chemistry whiz Honey Lemon and fanboy Fred. Determined to uncover the mystery, Hiro transforms his friends into a band of high-tech heroes called ""Big Hero 6.""",https://m.media-amazon.com/images/M/MV5BYjQ3YzUyOGQtNjdlYS00YmRhLWIyOWYtMGQ3YjkwMjJiYzRjXkEyXkFqcGc@._V1_SX300.jpg,7.8,"Don Hall, Chris Williams","Ryan Potter, Scott Adsit, Jamie Chung",102 min
tt0299977,Hero,2002,"Action, Adventure, Drama",Action|Adventure|Drama,"Ancient China and the Qin Empire is out to conquer the six kingdoms. This makes its king a target for assassination. However, one man has single-handedly ensured the safety of the king, by killing the three most notorious assassins in the land. Treated as a hero, he is summoned for an audience with the king.",https://m.media-amazon.com/images/M/MV5BYTlkZWVjYzQtZmI1My00MGM2LTlmZjEtNjU1M2Y1MTRkNmZjXkEyXkFqcGc@._V1_SX300.jpg,7.9,Yimou Zhang,"Jet Li, Tony Leung Chiu-wai, Maggie Cheung",94 min
tt11777738,A Hero,2021,Drama,Drama,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned.",https://m.media-amazon.com/images/M/MV5BYjMxNDFjN2ItYTllOC00ZDA1LTg4MDUtMjY5ZmE0ZjQ4Y2E2XkEyXkFqcGc@._V1_SX300.jpg,7.5,Asghar Farhadi,"Amir Jadidi, Mohsen Tanabandeh, Sahar Goldoost",127 min
tt0085859,Local Hero,1983,"Comedy, Drama",Comedy|Drama,"Oil billionaire Happer sends Mac to a remote Scottish village to secure the property rights for an oil refinery they want to build. Mac teams up with Danny and starts the negotiations, the locals are keen to get their hands on the 'Silver Dollar' and can't believe their luck. However, a local hermit and beach scavenger, Ben Knox, lives in a shack on the crucial beach which he also owns. Happer is more interested in the Northern Lights and Danny in a surreal girl with webbed feet, Marina. Mac is used to a Houston office with fax machines but is forced to negotiate on Bens terms.",https://m.media-amazon.com/images/M/MV5BNjRmYWNlYWMtOTcxZS00YzU5LWEwZTctYjEzZWZlNmQxN2Y1XkEyXkFqcGc@._V1_SX300.jpg,7.3,Bill Forsyth,"Burt Lancaster, Peter Riegert, Fulton Mackay",111 min
tt0104412,Hero,1992,"Comedy, Drama, Romance",Comedy|Drama|Romance,"Bernie LaPlante is having a rough time. He's divorced, his ex-wife hates him, and has custody of their son. The cops are setting a trap for him, then to top it all, he loses a shoe while rescuing passengers of a plane crash. Being a thief who is down on his luck, he takes advantage of the rescue, but then someone else claims credit for it.",https://m.media-amazon.com/images/M/MV5BMWY2NDA0NjctMThiZi00NTI1LWFjODEtODlmZTdkMzJlYzc5XkEyXkFqcGc@._V1_SX300.jpg,6.5,Stephen Frears,"Dustin Hoffman, Geena Davis, Andy Garcia",119 min
tt0367093,Starship Troopers 2: Hero of the Federation,2004,"Action, Adventure, Horror, Sci-Fi",Action|Adventure|Horror|Sci-Fi,"We are sent back to the battlefield, as the Federation's best Mobile Infantry unit are slowly being overpowered by the killer bugs. They are light years from the nearest reinforcements and are trapped on a remote outpost. They set up protection around the post, keeping all the bugs waiting for them to leave. But now the enemy is in the outpost, in a way which they would have never thought of.",https://m.media-amazon.com/images/M/MV5BOWNiNzRlOWMtNzY2Yi00M2MzLWE0MGEtYzM0NmZhODk3NjUyXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,3.6,Phil Tippett,"Billy Brown, Richard Burgi, Kelly Carlson, Cy Carter",88 min
tt3576728,Bilal: A New Breed of Hero,2015,"Animation, Action, Adventure",Animation|Action|Adventure,"A thousand years ago, one boy with a dream of becoming a great warrior is abducted with his sister and taken to a land far away from home. Thrown into a world where greed and injustice rule all, Bilal finds the courage to raise his voice and make a change. Inspired by true events, this is a story of a real hero who earned his remembrance in time and history.",https://m.media-amazon.com/images/M/MV5BYTM3YTdmZDgtNTViZi00MmNmLWIyMDUtMmFkNWQ5YzdiZDA5XkEyXkFqcGc@._V1_SX300.jpg,7.6,"Khurram H. Alavi, Ayman Jamal","Adewale Akinnuoye-Agbaje, Ian McShane, China Anne McClain",105 min
tt14614892,Dragon Ball Super: Super Hero,2022,"Animation, Action, Adventure",Animation|Action|Adventure,The Red Ribbon Army from Goku's past has returned with two new androids to challenge him and his friends.,https://m.media-amazon.com/images/M/MV5BNzA2NmEwZGQtNWI1Ni00MTEyLTlkZDUtZDc5ZTJiOGYyNDQ5XkEyXkFqcGc@._V1_SX300.jpg,7.1,Tetsuro Kodama,"Masako Nozawa, Aya Hisakawa, Ryô Horikawa",100 min
tt0468569,The Dark Knight,2008,"Action, Crime, Drama",Action|Crime|Drama,"Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes.",https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,9.1,Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart",152 min
tt1345836,The Dark Knight Rises,2012,"Action, Crime, Drama",Action|Crime|Drama,"Despite his tarnished reputation after the events of The Dark Knight (2008), in which he took the rap for Dent's crimes, Batman feels compelled to intervene to assist the city and its Police force, which is struggling to cope with Bane's plans to destroy the city.",https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,8.4,Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway",164 min
tt1981115,Thor: The Dark World,2013,"Action, Adventure, Fantasy",Action|Adventure|Fantasy,"Thousands of years ago, a race of beings known as Dark Elves tried to send the universe into darkness by using a weapon known as the Aether. Warriors from Asgard stopped them, but their leader Malekith (Christopher Eccleston) escaped to wait for another opportunity. The warriors find the Aether, and since it cannot be destroyed, they try to hide it. In the present day, Jane Foster (Natalie Portman) awaits the return of Thor (Chris Hemsworth), although it has been two years since they last saw once another. In the meantime, Thor has been trying to bring peace to the nine realms. Jane discovers an anomaly similar to the one that brought Thor to Earth. She goes to investigate, finds a wormhole, and is sucked into it. Back on Asgard, Thor wishes to return to Earth, but his father, Odin (Sir Anthony Hopkins), refuses to let him. Thor learns from Heimdall (Idris Elba), who can see into all of the realms, that Jane disappeared. Thor then returns to Earth just as Jane reappears. However, when some Policemen try to arrest her, an unknown energy repulses them. Thor then brings Jane to Asgard to find out what happened to her. When the energy is released again, they discover that when Jane disappeared, she crossed paths with the Aether and it entered her. Malekith, upon sensing that the time to strike is now, seeks out the Aether. He attacks Asgard and Thor's mother Frigga (Rene Russo) is killed protecting Jane. Odin wants to keep Jane on Asgard so that Malekith will come. Thor disagrees with his plan, so with his cohorts, he decides to take Jane away. He enlists the aid of his brother, Loki (Tom Hiddleston). Unfortunately, Loki's motivations remain unknown.",https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,6.7,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston",112 min
tt1399103,Transformers: Dark of the Moon,2011,"Action, Adventure, Comedy",Action|Adventure|Comedy,"Autobots Bumblebee, Ratchet, Ironhide, Mirage (aka Dino), Wheeljack (aka Que) and Sideswipe led by Optimus Prime, are back in action taking on the evil Decepticons, who are eager to avenge their recent defeat. The Autobots and Decepticons become involved in a perilous space race between the United States and Russia to reach a hidden Cybertronian spacecraft on the moon and learn its secrets, and once again Sam Witwicky has to go to the aid of his robot friends. The new villain Shockwave is on the scene while the Autobots and Decepticons continue to battle it out on Earth.",https://m.media-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_SX300.jpg,6.2,Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson",154 min
tt1790885,Zero Dark Thirty,2012,"Drama, History, Thriller",Drama|History|Thriller,"Maya is a CIA operative whose first experience is in the interrogation of prisoners following the Al Qaeda attacks against the U.S. on the 11th September 2001. She is a reluctant participant in extreme duress applied to the detainees, but believes that the truth may only be obtained through such tactics. For several years, she is single-minded in her pursuit of leads to uncover the whereabouts of Al Qaeda's leader, Osama Bin Laden. Finally, in 2011, it appears that her work will pay off, and a U.S. Navy SEAL team is sent to kill or capture Bin Laden. But only Maya is confident Bin Laden is where she says he is.",https://m.media-amazon.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,7.4,Kathryn Bigelow,"Jessica Chastain, Joel Edgerton, Chris Pratt",157 min
tt1077368,Dark Shadows,2012,"Comedy, Fantasy, Horror",Comedy|Fantasy|Horror,"In the year 1752, Joshua and Naomi Collins, with young son Barnabas, set sail from Liverpool, England to start a new life in America. But even an ocean was not enough to escape the mysterious curse that has plagued their family. Two decades pass and Barnabas (Johnny Depp) has the world at his feet-or at least the town of Collinsport, Maine. The master of Collinwood Manor, Barnabas is rich, powerful and an inveterate playboy...until he makes the grave mistake of breaking the heart of Angelique Bouchard (Eva Green). A witch, in every sense of the word, Angelique dooms him to a fate worse than death: turning him into a vampire, and then burying him alive. Two centuries later, Barnabas is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate has fallen into ruin. The dysfunctional remnants of the Collins family have fared little better, each harboring their own dark secrets. Matriarch Elizabeth Collins Stoddard (Michelle Pfeiffer) has called upon live-in psychiatrist, Dr. Julia Hoffman (Helena Bonham Carter), to help with her family troubles.",https://m.media-amazon.com/images/M/MV5BMjNiYWMxZjctMzEyZS00NDZmLTgxYmYtM2NmOGI0MmY3ZTJiXkEyXkFqcGc@._V1_SX300.jpg,6.2,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green",113 min
tt6565702,X-Men: Dark Phoenix,2019,"Action, Adventure, Sci-Fi",Action|Adventure|Sci-Fi,"The X-Men. Protectors of peace. Jean Grey is one of the most beloved X-Men. But when a mission goes wrong, Jean is exposed to a dark and ancient power. This power has destroyed everything it comes in contact with, until her. Now that this power is becoming unstable, she releases it with destruction and anger. Now that this foreign power is consuming her, and the world is threatened, the X-Men have to face an important truth: they must save either the world, or their friend who threatens it.",https://m.media-amazon.com/images/M/MV5BZjcwMDIyNjctMDVmNS00MzkyLTgxMDMtNTFmNTk0NDkyNzdjXkEyXkFqcGc@._V1_SX300.jpg,5.7,Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence",113 min
tt0118929,Dark City,1998,"Fantasy, Mystery, Sci-Fi",Fantasy|Mystery|Sci-Fi,"John Murdoch awakens alone in a strange hotel to find that he has lost his memory and is wanted for a series of brutal and bizarre murders. While trying to piece together his past, he stumbles upon a fiendish underworld controlled by a group of beings known as The Strangers who possess the ability to put people to sleep and alter the city and its inhabitants. Now Murdoch must find a way to stop them before they take control of his mind and destroy him.",https://m.media-amazon.com/images/M/MV5BMTFhMmE1YzgtNTFhYS00MTRlLWI3ZDMtMWJkMTBmOWMzOTk5XkEyXkFqcGc@._V1_SX300.jpg,7.6,Alex Proyas,"Rufus Sewell, William Hurt, Kiefer Sutherland",100 min
tt6450804,Terminator: Dark Fate,2019,"Action, Adventure, Sci-Fi",Action|Adventure|Sci-Fi,"A young female Mexican worker, Dani Ramos, is hunted down by a virtually indestructible terminator from the future called a REV-9. However, she is protected by an enhanced human named Grace who is also from the future. They flee from the unstoppable terminator and, out of the blue, Sarah Connor helps them on the road. All three head to Laredo, Texas, where Grace has the coordinates of a possible support and where they meet a T-800 who is living in an isolated location with his family. The group teams up to try to destroy the REV-9.",https://m.media-amazon.com/images/M/MV5BOTU2OGFhYjktNDJhMC00NmU5LWE1OWItNzg5ODU1MzdmNTZkXkEyXkFqcGc@._V1_SX300.jpg,6.2,Tim Miller,"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis",128 min
tt1648190,The Dark Tower,2017,"Action, Adventure, Drama",Action|Adventure|Drama,"11-year-old Jake Chambers experiences visions involving a Man in Black who seeks to destroy a Tower and bring ruin to the Universe while a Gunslinger opposes him. However, Jake's mother, stepfather and psychiatrists dismiss these as dreams resulting from the trauma of his father's death the previous year. At his apartment home in New York City, a group of workers from an alleged psychiatric facility offer to rehabilitate Jake; recognizing them from his visions as monsters wearing human skin, he flees from the workers who give chase. Jake tracks down an abandoned house from one of his visions where he discovers a high-tech portal that leads to a post-apocalyptic world called Mid-World..",https://m.media-amazon.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_SX300.jpg,5.6,Nikolaj Arcel,"Idris Elba, Matthew McConaughey, Tom Taylor",95 min
